beer.id,beer.name,beer.abv,beer.style,beer.brewerid
33791,Double Knot Brown,7,American Brown Ale,8264
33792,St. Georgenbräu Helles Vollbier,4.6,Munich Helles Lager,295
33793,St. Georgenbräu Weissbier,4.6,Hefeweizen,295
33794,Cheetah Lager,4.8,American Adjunct Lager,3255
33795,Double Haul IPA,6.5,American IPA,1916
33796,La Cancion,,Lambic - Unblended,1608
33797,Ambrotos,,Lambic - Unblended,1608
33798,Blue Dog Amber,4.8,Altbier,13504
33799,Ukranian Imperial Stout,9.7,Russian Imperial Stout,377
33800,Organic No Pity Pale,4.8,American Pale Ale (APA),13504
33801,Monster Mash Porter,8.1,American Porter,2641
33802,Bourbon Barrel Aged Porter,,American Porter,361
33803,Gulden Draak Vintage,7.5,Belgian Strong Dark Ale,48
33804,El Mirador,5.25,Dortmunder / Export Lager,12613
33805,Amber Ale,5,American Amber / Red Ale,5046
33806,Vintage Ale,8.5,English Strong Ale,368
33807,HopHead Pils,7.4,American Double / Imperial Pilsner,1709
33808,Keller-Pils,4.9,German Pilsener,3175
33809,10 Degrees Below,7.4,Weizenbock,1397
33810,Altenmünster Winterbier Dunkel,5.5,Munich Dunkel Lager,890
33812,Jagged Little Pilsner,,Czech Pilsener,4410
33813,Coachella Brown Ale,,American Brown Ale,4410
33814,606 Ale,5.4,English India Pale Ale (IPA),8203
33816,Schwarzien Lager,4,Schwarzbier,1413
33817,Salm Bräu Pils,4.5,Czech Pilsener,4096
33818,I.C. Golden Lager,,American Pale Lager,410
33819,Great American Brown Porter,5.5,American Porter,5895
33820,Clotworthy Dobbin,5,Irish Red Ale,3415
33822,Winter Warmer,8.5,Winter Warmer,9969
33823,Babe's ESB,,Extra Special / Strong Bitter (ESB),588
33824,Harvest Ale,5.8,American Pale Wheat Ale,587
33825,Anniversary Ale,7.6,English Brown Ale,62
33826,Portsmouth Killer Bee,9.8,Braggot,596
33827,Holiday Rosemary Porter,4,American Porter,13423
33828,Why Don't We Get Drunk And Brew Scotch Ale,8.8,Scotch Ale / Wee Heavy,2830
33829,Hannah's Cherry Imperial Stout,11,Russian Imperial Stout,2830
33830,Sol Light,3.9,Light Lager,57
33831,Hopwheels IPA,7.2,American IPA,15065
33832,Palo Santo Marron,12,American Brown Ale,10099
33833,Belgian Tripel,9.5,Tripel,4063
33834,Fuel,10,Russian Imperial Stout,1794
33835,Dortmunder,6.5,Dortmunder / Export Lager,1794
33836,Specialty Dark Porter,,American Porter,1550
33837,2006 Christmas Ale,6.5,Winter Warmer,10397
33838,Ranmore Ale,3.8,English Bitter,15067
33839,Shere Drop,4.2,English Pale Ale,15067
33840,Albury Ruby,4.6,Extra Special / Strong Bitter (ESB),15067
33842,Oma's Altbier,5,Altbier,13768
33843,Summer's End,5.1,Kölsch,13768
33844,Facelift IPA,6.2,English India Pale Ale (IPA),13768
33845,X-IPA,7.5,English India Pale Ale (IPA),13768
33847,Naked Stout,3.9,Irish Dry Stout,13768
33848,Freiberger Premium-Pils,4.9,German Pilsener,7592
33849,Oompah October Ale,,Märzen / Oktoberfest,2279
33850,Enn River Stout,,Irish Dry Stout,2279
33851,Porter,,American Porter,13338
33852,Zorbas Beer,5,American Adjunct Lager,1292
33853,Wilder Wheat,5.4,American Pale Wheat Ale,11580
33855,Good Harbor Golden Ale,7.5,Bière de Garde,11974
33857,Vienna,,Vienna Lager,14268
33858,Oxymore Periple En La Demeure,4.8,Belgian Pale Ale,15062
33859,Celebration Stout,7,Russian Imperial Stout,2243
33861,Barley's MacLenny's Scottish Ale,,Scottish Ale,1513
33862,Martha's Pumpkin Ale,,Pumpkin Ale,586
33864,Red Rooster,5.1,English Pale Mild Ale,1177
33865,Red Hill Imperial Stout,8.1,Russian Imperial Stout,12579
33866,Juniper Rye,,Rye Beer,1950
33867,Perseguidor (Batch 1),7.2,American Wild Ale,9897
33868,Brewer's Cave Golden Caramel Lager (Blue Diamond Brewing Company),,American Adjunct Lager,892
33869,La Trouille,6.6,Pumpkin Ale,13905
33870,Herold Golden Revolution,9,Euro Strong Lager,734
33871,Clearly Red,,American Amber / Red Ale,1854
33872,Don Southern Lager,6,Euro Pale Lager,401
33874,Rockin' Rye Ale,,Rye Beer,3439
33875,Mardi Gras Festbier,,Märzen / Oktoberfest,11361
33876,Winter Brew 2006,7.3,Bière de Garde,402
33877,Whiskey Stout,7.2,Russian Imperial Stout,1910
33878,Abbaye De Floreffe Blanche,4.5,Witbier,149
33879,Celtic Black Ale,3.9,English Porter,3404
33880,Blessed Thistle,4.5,Scottish Gruit / Ancient Herbed Ale,3403
33881,Ardnave Ale,4.6,English Bitter,10753
33882,Sealux Aquatique 2006,8,Belgian Strong Pale Ale,4501
33883,Egger Leicht,3.5,Light Lager,4460
33884,Egger Märzenbier,5.2,Vienna Lager,4460
33885,Pittinger Märzen Premium Export,5.2,Vienna Lager,4460
33886,Salm Bräu Märzen,4.6,Vienna Lager,4096
33887,Salm Bräu G'Mischtes,4.6,Black & Tan,4096
33889,Old Railroad Square Barleywine Ale,9.7,American Barleywine,3776
33890,Dopple Alt,,Altbier,2113
33891,Ale With No Name,6,American Pale Ale (APA),1548
33892,Kringle,4,Pumpkin Ale,13423
33894,Schlafly Reserve - Imperial Stout,10.5,Russian Imperial Stout,583
33896,Abbey Road IPA,,American IPA,1297
33897,Oatmeal Stout,,Oatmeal Stout,1297
33898,Chico's Revenge,5.1,English Pale Ale,1177
33899,Apricot Ale,5.1,American Blonde Ale,4063
33901,Pearl River Lager,,American Amber / Red Lager,14359
33902,"Starobrno Czech Premium Lager 3,5",3.5,Czech Pilsener,2044
33903,Biskop Stefans Kalk,4.7,Witbier,14439
33904,Black Golding Starkporter,7.2,Baltic Porter,10902
33906,Julita S11,5.6,English Pale Ale,10902
33907,Kosacken,7.5,Russian Imperial Stout,10898
33908,Munken,9.5,Quadrupel (Quad),10898
33909,Oppigårds W-Lager,5,Vienna Lager,10903
33910,Holy Cow!,7.3,American IPA,12172
33911,Gnoffs APA,4.8,American Pale Ale (APA),12172
33912,Draken Bloed,9,Tripel,512
33915,Strong Ale,7.5,American Strong Ale,1550
33919,Liquid Lobotomy Stout,8,Russian Imperial Stout,14240
33922,Trio Brouwerij Extra Stout,6.5,Irish Dry Stout,548
33923,North Star,4,Irish Dry Stout,209
33925,Whitetail Wheat,5.7,Hefeweizen,2599
33926,Eisenbahn S.A.P.A. (South American Pale Ale),5.1,Belgian Pale Ale,10096
33927,Gulden Fraug Belgian Style Ale,10.5,Belgian Strong Pale Ale,14879
33928,Jackie Brown,5.9,American Brown Ale,13307
33929,Black Hole,13.1,Russian Imperial Stout,13307
33930,Centennial Single Hop IPA,6.8,American IPA,13307
33931,Buzzards Bay Cranberry Lambic,,Lambic - Fruit,52
33932,KB Double Chocolate Ale  First Edition,5,English Dark Mild Ale,10049
33933,Snowbound Winter Ale,8.6,Winter Warmer,418
33934,Oktoberfezzzt 2006,5.7,Extra Special / Strong Bitter (ESB),12172
33935,Ølfabrikken Gammel Ekstra Porter,8.5,Baltic Porter,11063
33940,A. Le Coq Chocolate Porter,7.5,Baltic Porter,1349
33941,Ølfabrikken ØL (Russian Imperial Chocolate Stout),10,Russian Imperial Stout,11063
33942,Dakota Kick,6,American Malt Liquor,99
33943,Big City Lager,,American Adjunct Lager,782
33944,Blood Orange Hefeweizen,4.5,Hefeweizen,10099
33950,Dai Viet Dark Ale,5.9,Altbier,14603
33951,Pot O Gold,4.4,English Bitter,8656
33952,Face-Off,,American Amber / Red Lager,1889
33953,Predik Heer Tripel,8.5,Tripel,3521
33954,Teign Valley Tipple,4,English Bitter,8357
33955,Quarrgnan Stout,4.5,English Stout,8357
33956,Nello's Blond,7,Belgian Strong Pale Ale,3521
33957,Blueberry Wheat,,Witbier,689
33958,Apricot Stout,9,American Double / Imperial Stout,13558
33960,Maestoso,8.2,Russian Imperial Stout,15088
33961,Tryggevældebryg Nr. 1,6.8,Milk / Sweet Stout,15089
33962,Skipperstowt,5.8,English Porter,15090
33963,KjaerStrup Chocolate Stout,5.8,Milk / Sweet Stout,12047
33966,Russian Imperial Stout,7.5,Russian Imperial Stout,12591
33967,Michigan Brewing Dortmunder,5,Dortmunder / Export Lager,565
33972,Alleviator Triplebock,10.5,Doppelbock,1636
33973,Scotch Ale,7,Scottish Ale,287
33974,Magnum IPA,,American IPA,10397
33975,Raspberry Wheat,,American Pale Wheat Ale,5443
33976,Harpoon Belgian Pale Ale,5.8,Belgian Pale Ale,10097
33977,Harpoon Tripel,9,Tripel,10097
33978,Egan & Sons Ale,,American Amber / Red Ale,11405
33979,Egan & Sons Dark Wheat,,American Dark Wheat Ale,11405
33980,Egan & Sons Pilsner,,German Pilsener,11405
33981,Egan & Sons Lager,,American Amber / Red Lager,11405
33982,Infusco,8,Belgian Strong Dark Ale,1805
33983,Puntigamer Panther,5.2,Euro Pale Lager,4478
33984,Sunny And 75,5.1,Saison / Farmhouse Ale,1805
33986,Ultra Brown Ass,,American Brown Ale,4835
33987,Deutschland Ueber Alt,,Altbier,4835
33988,Pumpkinfest Ale,,Pumpkin Ale,787
33989,Mustache Ride Pale Ale,6,American Pale Ale (APA),3061
33990,Wet Willy Wheat,,Hefeweizen,3061
33993,Christmas Ale 2006,,American Amber / Red Ale,3
33994,Santa's Naughty List Lager,8,Doppelbock,1889
33995,Buttface Amber Ale,,American Amber / Red Ale,11085
33996,Total Disorder Porter,,American Porter,11085
33997,Winter Solstice Ale,,American Strong Ale,11085
33998,Farmhouse Ale,6.6,Saison / Farmhouse Ale,236
33999,Golden Nectar,7,Belgian Strong Pale Ale,236
34000,Jeus D'Esprit,4.7,Witbier,211
34001,Port Manteaux,8.4,Lambic - Unblended,211
34002,Rudolph's Revenge Winter Ale (4.6%),4.6,Winter Warmer,294
34003,Lambic,,Lambic - Unblended,1550
34004,Wild Dog Colorado Saison,7.3,Saison / Farmhouse Ale,68
34005,Peruri,5,American Pale Ale (APA),9672
34006,Screamin' Steam,7,California Common / Steam Beer,2351
34008,Grieskirchner Festbock,7.1,Bock,7280
34009,Big Buck Bucktoberfest,5.7,Märzen / Oktoberfest,755
34010,Big Buck Honey Rye,,Rye Beer,755
34011,Beer Esteam,5.65,California Common / Steam Beer,863
34012,"HUGE Large ""Sound Czech"" Pilsner",5,Czech Pilsener,863
34014,Cherry Edmund Stout (Oak Aged),,American Double / Imperial Stout,1169
34015,Hop Jack Black,6,American Brown Ale,1169
34016,Christmas Ale 2006,6.5,Winter Warmer,1853
34017,Dunkel Lager,5.3,Munich Dunkel Lager,1853
34018,Dunkel Lager,5.3,Munich Dunkel Lager,10397
34019,Nickel Brook 80/-,5,Scottish Ale,11023
34020,Fresh Hop IPA,,American IPA,1169
34021,Double Daisy,,American Strong Ale,1169
34022,Oktoberfest,5.2,Märzen / Oktoberfest,7458
34023,Belgian Tripel,8.3,Tripel,7458
34024,Big Boat Oatmeal Stout (Whiskey Barrel),7.2,American Double / Imperial Stout,1169
34025,Count Magnus,10,Belgian Strong Dark Ale,4237
34026,Staircase Porter,5.5,American Porter,12534
34027,Brooklyn Cuvée D'Achouffe,,Saison / Farmhouse Ale,45
34028,Bourbon Barrel Imperial Stout,,Russian Imperial Stout,15059
34029,Gordon Biersch Winter Bock,7.5,Doppelbock,1551
34030,10th Anniversary Thunder Hop IPA,6,American IPA,603
34031,Evolution IPA,7.1,American IPA,1532
34032,Honeymoon Stout (Bourbon Barrel),7.5,American Double / Imperial Stout,1169
34033,Java Stout,,American Stout,7458
34034,Conductor Imperial India Pale Ale,8.5,American Double / Imperial IPA,5074
34035,Sopris Ale,8,American Strong Ale,4013
34036,Diamond Head Oatmeal Stout,5,Oatmeal Stout,11977
34037,Piestinger Lager,5,Euro Pale Lager,4471
34038,Hilden Halt,6.1,Irish Red Ale,3414
34039,Hilden Silver,4.2,English Pale Ale,3414
34040,Jul - &#336;l,7.5,Winter Warmer,2295
34041,Haus Pils,4.3,German Pilsener,2295
34042,Amarillo IPA,6,American IPA,10567
34043,Patrasche,8,Belgian Strong Dark Ale,3521
34044,Three Feet Deep,5.5,Irish Dry Stout,14154
34045,Mulata,4.7,Munich Dunkel Lager,5338
34047,Jopen Hoppenbier,6.8,Belgian Pale Ale,514
34049,Marietta Brewing Pawpaw Wheat,9,American Pale Wheat Ale,597
34051,November Rain,4.5,English Bitter,884
34052,De Brouwerij,,Belgian Pale Ale,554
34053,Wieninger Dunkles Lagerbier,5,Euro Dark Lager,4680
34054,Giersbergs Dubbel,7,Dubbel,512
34055,Oktoberfest,6,Märzen / Oktoberfest,10567
34056,Kelham Gold,3.8,English Bitter,884
34057,Reininghaus Märzen,5,Vienna Lager,319
34058,Olde Reliable,10,American Barleywine,3451
34059,White Winter Porter,,English Porter,1289
34060,Winters Nip,,American Porter,2617
34061,Michigan Brewing HopHead Switch,10.5,American Double / Imperial IPA,565
34062,Peck's Pilsner,,Czech Pilsener,3333
34063,Lazarus,6.5,Belgian Pale Ale,529
34066,Warka Jasne Pelne,5.7,Euro Strong Lager,623
34067,Red Ale,4,American Amber / Red Ale,13547
34068,Orange Honey Wheat,4,American Pale Wheat Ale,13547
34069,Brooklyn Winter Ale,6,Scottish Ale,45
34076,Fantôme Biere De Pissenlit Strong,12,Saison / Farmhouse Ale,738
34077,Gubernijos Ledo,5.1,Euro Pale Lager,886
34078,Seeing Double IPA,7,American Double / Imperial IPA,225
34079,Ochakovo Premium Black Light,4.8,Euro Dark Lager,440
34080,Weiss Rössl  Urstoff Hell,4.9,Munich Helles Lager,9021
34081,Dunkelweizen,5.4,Dunkelweizen,1634
34082,Weizenator,,Weizenbock,3042
34083,Cabin Fever,6.5,American Double / Imperial Stout,11591
34084,Val-Dieu Grand Cru,10.5,Quadrupel (Quad),826
34085,Green Flash Imperial India Pale Ale,9.4,American Double / Imperial IPA,2743
34086,Twain's Heaven For Climate Golden Ale,,American Blonde Ale,6928
34087,Twain's Sloppy Squirrel ESB,,Extra Special / Strong Bitter (ESB),6928
34088,Twain's Foxy Brown Ale,,American Brown Ale,6928
34089,Twain's Hell For Society Stout,,American Stout,6928
34090,Bad Boy,9,American Double / Imperial IPA,3120
34091,Double IPA,9.1,American Double / Imperial IPA,6313
34093,Roggen Rauch Bock,8.6,Rauchbier,2321
34094,Older Viscosity,12,American Double / Imperial Stout,5318
34095,Us Heit 11-Stedentochtbier,7.5,Belgian Strong Dark Ale,535
34096,Gokuj&#333; Classic Ale (Cedar Aged) Brewed For Isetan,5,English India Pale Ale (IPA),697
34097,Mac's Ale,,American Pale Ale (APA),14559
34098,Ahtanum Double IPA,,American Double / Imperial IPA,1042
34099,Borefts Stoombier,5.4,California Common / Steam Beer,11031
34100,Arcadia Bourbon Barrel Aged Imperial Stout,,Russian Imperial Stout,454
34101,Ceeps Lager,5,American Adjunct Lager,8921
34102,Alt Beer,,Altbier,14559
34103,Clove Valley Pumpkin Ale,5.5,Pumpkin Ale,1634
34105,Klosterbräu Urhell,4.8,Munich Helles Lager,15120
34106,Klosterbräu Pils,5.2,German Pilsener,15120
34108,Stary Krakow Amber Ale,4.8,American Amber / Red Ale,15099
34109,Stegmaier Holiday Warmer,8.2,Winter Warmer,150
34110,Amberly Eyes,6,American Amber / Red Ale,13558
34111,Allgauer Oktoberfest,,Märzen / Oktoberfest,620
34112,Stout à La Framboise,8,American Double / Imperial Stout,9996
34113,Cultus Lake Pilsner,5,German Pilsener,3711
34116,Birra Del Borgo Re Porter,4.2,English Porter,14046
34117,Easy Rider,4.3,English Pale Ale,884
34118,American Strong Ale,9.2,American Strong Ale,13524
34119,Mazarol,4.7,Euro Pale Lager,9741
34120,Anxa Indian Pale Ale,5.6,English India Pale Ale (IPA),15150
34121,Munich,,Munich Helles Lager,14559
34122,Oude Kriek De Cam,6.5,Lambic - Fruit,2170
34123,Drooling Elf,7.5,Winter Warmer,1860
34124,Amazing Grace Ale,9.5,American Wild Ale,18149
34125,Fukkoku Lager (Meiji),5,American Pale Lager,292
34126,Special Red Lager,,Vienna Lager,14381
34127,Evolution,6.7,American Pale Ale (APA),1177
34128,Good,17,American Barleywine,3120
34129,Sierra Nevada Bigfoot Barleywine Style Ale (Whiskey Barrel),12.3,American Barleywine,140
34130,Stinger,4.5,English Pale Ale,1306
34131,Schlitz Genuine Gold,5,Light Lager,106
34136,Blue Point Porter,,American Porter,764
34137,Scotch Ale,,Scotch Ale / Wee Heavy,7458
34138,Smoldering Kilt Smoked Scottish Ale,,Scottish Ale,1169
34140,Arbor Brewing JB's Downtown Brown Ale,5.5,American Brown Ale,1457
34141,Parkyns Shark Oil,4.7,American IPA,8243
34142,Porter Kembla,5,English Porter,8243
34143,Jim (2006),10,American Strong Ale,173
34144,South Peach,4.6,Lambic - Fruit,8243
34145,Murph's Porter,6.1,American Porter,2155
34146,Founders Double Trouble,9.4,American Double / Imperial IPA,1199
34147,La Grognarde,5.5,Belgian IPA,11960
34149,Blitzen Double White Ale,6.04,Herbed / Spiced Beer,1550
34150,Black Forest Woody's Light,3.2,Light Lager,5500
34151,Black Forest Irish Red,5,Irish Red Ale,5500
34152,Black Forest Robust Porter,5.3,American Porter,5500
34153,Black Forest American Brown,6,American Brown Ale,5500
34154,Gordon Biersch Pilsner,5.3,German Pilsener,1551
34156,Grizzly Peak Schwarzbier,,Schwarzbier,1106
34157,Grizzly Peak Spiced Java Stout,,American Stout,1106
34158,Grizzly Peak Edwin's Warm Up Ale,,American Strong Ale,1106
34159,Scottish Ale,,Scottish Ale,2093
34160,Acme Anvil Brown Ale,6.8,American Brown Ale,9513
34161,Rye IPA,7.6,Rye Beer,1169
34162,Honeymoon Stout (Red Wine Barrel),6.4,American Stout,1169
34163,Way Heavy,8.6,Scotch Ale / Wee Heavy,5318
34164,Rye Of The Tiger,7.5,Rye Beer,73
34165,Burley Wine,11,English Barleywine,2675
34168,The Fuel,,Russian Imperial Stout,1709
34169,BruRm Master Brewers' Rye,5,Rye Beer,643
34170,Räucherl,5.4,Rauchbier,5581
34171,Jacob Marley Barley Wine,12,American Barleywine,9914
34172,O'Hanlon's Goodwill Bitter,5,Extra Special / Strong Bitter (ESB),1533
34173,Holidaze,6.25,Winter Warmer,1550
34174,Oak Aged Duke Of Winship,6.5,Scottish Ale,103
34175,Green Flash Trippel,9.7,Tripel,2743
34176,Winter Ale 2006-2007,7,Oatmeal Stout,200
34177,Mort Subite Oude Kriek,6.5,Lambic - Fruit,654
34180,Amber Ale,5,American Amber / Red Ale,14268
34181,Winter Lager,5.5,Bock,14268
34182,Dopplebock Lager,8.5,Doppelbock,14268
34183,Shark Attack Triple Red Ale,9.2,American Strong Ale,5318
34184,India Pale Ale,,English India Pale Ale (IPA),9513
34185,Pale Ale,,American Pale Ale (APA),787
34186,Castle Greyskull,6.1,English Pale Ale,1169
34187,U.P. Side Brown,,American Brown Ale,9513
34188,Redbrick Rye Ale,,Rye Beer,7458
34189,Cliffhanger Light Ale,3.22,Light Lager,835
34190,Oatmeal Stout Ale,4.5,Oatmeal Stout,14268
34191,Holiday Booster (-2008),7.5,Belgian Strong Pale Ale,14439
34193,Amarillo Pale Ale,6.4,English Pale Ale,13865
34195,Arabica Porter,6.3,American Porter,10902
34196,Zirndorfer Landweizen,5.3,Hefeweizen,5985
34197,Yuletide Abbey Ale,8.1,Belgian Dark Ale,1178
34198,Temporary Insanity Imperial Stout,8.8,Russian Imperial Stout,2519
34200,Clancy's Red,5,American Amber / Red Lager,379
34202,John Bull Ale,4.8,English Pale Ale,664
34203,Santa's Little Helper,10,Russian Imperial Stout,5318
34204,Old Tree Hugger Barleywine,11.5,American Barleywine,383
34205,Lambinus Honingbier,7.5,Belgian Strong Pale Ale,3521
34206,THP Amber,,American Amber / Red Ale,15179
34210,Uerige Altbier (Unfiltered),4.7,Altbier,1923
34211,Bohemian Pilsener,6,Czech Pilsener,8630
34212,Wheat,,American Pale Wheat Ale,8630
34213,Raspberry Wheat,,American Pale Wheat Ale,8630
34214,Porter 442,,American Porter,8630
34215,Big Thumper Ale,5.8,Extra Special / Strong Bitter (ESB),14359
34216,Takau Hefeweizen,4.3,Hefeweizen,15187
34217,Takau Porter,4.5,English Porter,15187
34221,Allendale Black Grouse Bitter,4,English Bitter,15191
34222,Burly Wine,10.5,English Barleywine,14078
34223,Trappers Hat,3.8,English Bitter,15193
34227,Biere De Garde,4,Bière de Garde,1949
34228,Centurion,4.3,English Bitter,15196
34229,Purple Haze,4,Lambic - Fruit,10588
34230,Et Tu Brutus?,4.5,Extra Special / Strong Bitter (ESB),15196
34232,Caesar,6,English Pale Ale,15196
34233,Rockwell Porter,4,American Porter,10588
34238,Imperial Stout,8,Russian Imperial Stout,3793
34239,Apple Blond,4.3,American Blonde Ale,3793
34240,Nickel Brook Special Edition Winter Bock,6.5,Bock,11023
34241,Le Woody,6.5,American Wild Ale,5318
34242,Cambridge House Picozzi's Fat Ass Ale (2006),6.5,Belgian Dark Ale,6578
34243,Cerveza Jerome Rubia,6,Belgian Pale Ale,15185
34244,Cerveza Jerome Negra,6.5,Milk / Sweet Stout,15185
34246,Fukkoku Lager (Taish&#333;),5,German Pilsener,292
34247,Gremlin,4.3,Extra Special / Strong Bitter (ESB),323
34248,Great Lakes Winter Ale,6.2,Winter Warmer,9408
34249,Niagara Eisbock 2006,8,Eisbock,617
34253,La Gwilh,6.5,Belgian Pale Ale,15203
34254,Pride Of Sheffield,4,English Bitter,884
34255,Oppale,5.5,Belgian Pale Ale,14733
34256,Merry Isthmus Chocolate Milk Stout,,Milk / Sweet Stout,952
34257,Redbridge,4,American Amber / Red Lager,29
34260,Mouser Pilsner,4.85,German Pilsener,3246
34261,Amsterdam Tilted Kilt Scotch Ale,6.5,Scotch Ale / Wee Heavy,769
34262,Session Ale #06: The Bitter End 2006,,American Pale Ale (APA),10485
34264,Winter Ale 2004-2005,7,American Porter,200
34265,ESB,,Extra Special / Strong Bitter (ESB),2877
34266,Sky Chutes Strong Ale,6.5,American IPA,2877
34267,Bell's Eccentric Ale 2005 (Released 2006),,American Strong Ale,287
34268,Ottonator,8.9,Doppelbock,2943
34269,The Wild Cat Malt Liquor,,American Malt Liquor,410
34270,Classic Gold,5.1,Euro Pale Lager,4787
34271,Ley Line,6,Belgian Pale Ale,3834
34272,PB & C All Grain Special Ale,6.5,English Strong Ale,14807
34273,Angerwirts Weizen,5.2,Hefeweizen,6144
34274,Lumberjack Lager,,American Pale Lager,5156
34275,Raspberry Wheat Ale,,American Pale Wheat Ale,5156
34276,Bourbon Brown (Barrel Aged),,American Brown Ale,1550
34277,Dominion ESB,,Extra Special / Strong Bitter (ESB),402
34279,Cranberry Ale,,American Blonde Ale,3098
34280,Vrijheid,5.6,Belgian Pale Ale,554
34281,Tijdverdrijf,5.6,Belgian Pale Ale,554
34282,Jan Van Amstel,5.6,Belgian Pale Ale,554
34284,Duck-Rabbit Barleywine Ale,11,English Barleywine,9790
34285,Oxfam Bruin,7.5,Belgian Dark Ale,180
34286,Winterfest,,Winter Warmer,6971
34287,Blueberry Wheat Ale,,American Pale Wheat Ale,5156
34288,Blonde Beaver Ale,,American Blonde Ale,5156
34289,Black Bear Stout,,Irish Dry Stout,5156
34290,Falls Tannin,,American Amber / Red Ale,5156
34291,Harvest Wheat Ale,,American Pale Wheat Ale,5156
34292,Pumkin Ale,,Pumpkin Ale,3146
34293,Moonshine Barleywine,10.01,English Barleywine,1342
34294,ESB,6,Extra Special / Strong Bitter (ESB),1860
34295,Edge City Christmas Ale,6.4,Winter Warmer,848
34296,Snowplow,9.5,Winter Warmer,3073
34299,Village Idiot,4.1,English India Pale Ale (IPA),13295
34302,Gold Digger Blonde Ale,4.8,American Blonde Ale,13837
34303,Boris Cool,5.6,American Adjunct Lager,3218
34304,Saranac Black Diamond Bock,6,Bock,99
34305,Brown Ale,,English Brown Ale,4125
34306,Pannepot,10,Quadrupel (Quad),15237
34307,Struise Rosse,6,American Amber / Red Ale,15237
34308,Struise Witte,5,Witbier,15237
34309,Struise Kloeke Blonde,6,Belgian Pale Ale,15237
34310,Struise Tsjeeses,10,Belgian Strong Pale Ale,15237
34311,Aardmonnik - Earthmonk,8,Flanders Oud Bruin,15237
34312,Pannepot Reserva,10,Quadrupel (Quad),15237
34313,Kuhnhenn Bourbon Barrel Fourth Dementia,13.5,Old Ale,2097
34314,Old Cornelius,4.8,Extra Special / Strong Bitter (ESB),12560
34315,Cuvee De Tomme,11,American Wild Ale,18149
34316,Mauldons Dickens,4,English Bitter,5164
34319,Stuttgarter Hofbräu Weihnachts-bier,5.7,Dortmunder / Export Lager,481
34320,Biere Noel,5.9,Belgian Dark Ale,9775
34321,Burton Bridge Festival Ale,5.5,Extra Special / Strong Bitter (ESB),159
34322,Ringneck Dunkel Bock,,Munich Dunkel Lager,2470
34323,Latitude,,American Adjunct Lager,9827
34324,2003 Yo-Ho Barleywine,10,American Barleywine,3553
34325,Unicum Verum IPA,7.2,Belgian Strong Pale Ale,14439
34326,Winter Flurry,3.8,English Bitter,3403
34329,Twain's Leaping Frog IPA,,American IPA,6928
34330,Mangey Rabbit,,American IPA,741
34331,Fat Abbey,6,Belgian Strong Dark Ale,741
34332,Spring Street Summer Wheat,,American Pale Wheat Ale,2093
34333,Captain Ripleys Red Ale,5.4,American Amber / Red Ale,2093
34334,Hellemus,8,Belgian Strong Pale Ale,11871
34335,La Riveraine Des Fêtes,7.5,American Amber / Red Ale,2248
34336,Navidad,6,English Strong Ale,12613
34337,City Steam Narvel The Marvel,9.6,American Barleywine,556
34338,Black Forest Lager,5.2,Euro Dark Lager,6045
34339,Great Lakes Big Black Smoke,6.2,American Porter,73
34340,AleSmith Decadence 2005 Barrel Aged,11,Old Ale,396
34341,Hopilicous,4,American Amber / Red Ale,7402
34342,Autumn Bock,4,Bock,7402
34343,Christmas Ale,4,American Amber / Red Ale,7402
34344,Tell Tale Lager,,Munich Dunkel Lager,9343
34345,Reindeer Fuel Chocolate Porter,,American Porter,10266
34346,Gryphonbrau Light,,Light Lager,10266
34347,Downtown Honey Brown,,American Brown Ale,10266
34348,Caramel Apple Ale,,Cream Ale,10266
34349,Sudwerk Hübsch 2006 Doppel Bock,8,Doppelbock,219
34350,Double Shot,6.5,American Stout,1678
34351,Cerveza Jerome Diablo,7.5,Belgian Strong Pale Ale,15185
34352,Pale Ale,,American Pale Ale (APA),230
34353,Barely Wine,,American Barleywine,3768
34355,Abbey Ale,7.7,Belgian Strong Pale Ale,13338
34356,Imperial Blackberry,8.2,Cream Ale,3768
34357,Cambridge House Big Hoppy,10,American Double / Imperial IPA,6578
34358,Bitter,3.8,English Bitter,14319
34359,Ping Pang Pale,6.5,American Pale Ale (APA),13307
34361,Stoudt's Barrel Aged Old Abominable,9,English Barleywine,394
34362,Stoudt's Barrel Aged  Fat Dog (Imperial Oatmeal Stout),9,American Double / Imperial Stout,394
34363,Smoke Jumper Smoked Imperial Porter,9.2,American Porter,418
34364,Fallen Angel,8,Belgian Strong Pale Ale,385
34365,Max Imperial IPA,,American Double / Imperial IPA,1033
34366,Full Suspension Pale Ale,4,American Pale Ale (APA),7375
34367,Wilford Brimley's Oatmeal Stout,5.9,Oatmeal Stout,1432
34368,Help Henk De Winter Door!,9,Belgian Strong Pale Ale,11710
34369,Kingsbrucke,,Euro Pale Lager,29
34370,Small Boat Oatmeal Stout,,American Stout,7458
34371,Midlothian Mild,,English Pale Mild Ale,1912
34372,Our Special Ale 1991 (Anchor Christmas Ale),,Winter Warmer,28
34373,Maisel's Weisse Dunkel,5.4,Dunkelweizen,585
34374,Pisgah Baptista,11.5,Belgian Strong Pale Ale,10153
34375,Dunk'l Amber Wheat Beer,4,Dunkelweizen,1416
34376,Alberta Crude Oatmeal Stout,5.25,Oatmeal Stout,2593
